model_name,noise_level,interpolator_method,estimator,variable_name,variable_type,true_value,estimated_value,rel_error,cluster_id,solution_in_cluster,overall_problem_error
lv_periodic,0.01,GPR,PE,x1(t),state,2.0,2.6919967985008815,0.34599839925044074,5,1,0.2367745514114754
lv_periodic,0.01,GPR,PE,x2(t),state,0.5,1.0027432209214635,1.005486441842927,5,1,0.2367745514114754
lv_periodic,0.01,GPR,PE,a,parameter,1.5,2.7737807617039043,0.8491871744692695,5,1,0.2367745514114754
lv_periodic,0.01,GPR,PE,b,parameter,0.9,1.1723389332060266,0.3025988146733628,5,1,0.2367745514114754
lv_periodic,0.01,GPR,PE,c,parameter,3.0,2.722824165084912,0.09239194497169596,5,1,0.2367745514114754
lv_periodic,0.01,GPR,PE,d,parameter,0.8,0.7367451528387964,0.07906855895150458,5,1,0.2367745514114754
lv_periodic,0.01,GPR,PE,x1(t),state,2.0,0.0,1.0,6,1,1.2879190433445195e14
lv_periodic,0.01,GPR,PE,x2(t),state,0.5,3.056429142714489e11,6.112858285418978e11,6,1,1.2879190433445195e14
lv_periodic,0.01,GPR,PE,a,parameter,1.5,0.8477937464947037,0.43480416900353086,6,1,1.2879190433445195e14
lv_periodic,0.01,GPR,PE,b,parameter,0.9,-0.7552315795090689,1.8391461994545208,6,1,1.2879190433445195e14
lv_periodic,0.01,GPR,PE,c,parameter,3.0,2.8347894611757565,0.05507017960808117,6,1,1.2879190433445195e14
lv_periodic,0.01,GPR,PE,d,parameter,0.8,0.6930029585422481,0.13374630182218988,6,1,1.2879190433445195e14
lv_periodic,0.01,GPR,PE,x1(t),state,2.0,6.117340810353067,2.0586704051765334,7,1,0.31666678640983914
lv_periodic,0.01,GPR,PE,x2(t),state,0.5,4.064717129209175,7.12943425841835,7,1,0.31666678640983914
lv_periodic,0.01,GPR,PE,a,parameter,1.5,3.0638740194540968,1.0425826796360644,7,1,0.31666678640983914
lv_periodic,0.01,GPR,PE,b,parameter,0.9,1.240216090636694,0.3780178784852154,7,1,0.31666678640983914
lv_periodic,0.01,GPR,PE,c,parameter,3.0,2.6778451351206076,0.10738495495979745,7,1,0.31666678640983914
lv_periodic,0.01,GPR,PE,d,parameter,0.8,0.7189031666148974,0.10137104173137831,7,1,0.31666678640983914
lv_periodic,0.01,GPR,PE,x1(t),state,2.0,0.968710714405044,0.515644642797478,8,1,0.17445617666824162
lv_periodic,0.01,GPR,PE,x2(t),state,0.5,1.9186717226133434,2.837343445226687,8,1,0.17445617666824162
lv_periodic,0.01,GPR,PE,a,parameter,1.5,1.2095289010645014,0.1936473992903324,8,1,0.17445617666824162
lv_periodic,0.01,GPR,PE,b,parameter,0.9,0.12374418025790038,0.8625064663801107,8,1,0.17445617666824162
lv_periodic,0.01,GPR,PE,c,parameter,3.0,3.18225182313907,0.060750607713023395,8,1,0.17445617666824162
lv_periodic,0.01,GPR,PE,d,parameter,0.8,0.8419084279442407,0.05238553493030082,8,1,0.17445617666824162
lv_periodic,0.01,GPR,PE,x1(t),state,2.0,4.420138941916756e304,2.210069470958378e304,9,1,1.0e15
lv_periodic,0.01,GPR,PE,x2(t),state,0.5,0.0,1.0,9,1,1.0e15
lv_periodic,0.01,GPR,PE,a,parameter,1.5,-470.1178017151285,314.41186781008565,9,1,1.0e15
lv_periodic,0.01,GPR,PE,b,parameter,0.9,-96.4875089756805,108.20834330631166,9,1,1.0e15
lv_periodic,0.01,GPR,PE,c,parameter,3.0,2.8268544918713756,0.05771516937620813,9,1,1.0e15
lv_periodic,0.01,GPR,PE,d,parameter,0.8,0.808911019572813,0.01113877446601616,9,1,1.0e15
lv_periodic,0.05,GPR,PE,x1(t),state,2.0,2.8971560133666765,0.44857800668333825,1,1,0.19086612586374918
lv_periodic,0.05,GPR,PE,x2(t),state,0.5,0.34615338728905193,0.30769322542189614,1,1,0.19086612586374918
lv_periodic,0.05,GPR,PE,a,parameter,1.5,1.0481568764947564,0.3012287490034957,1,1,0.19086612586374918
lv_periodic,0.05,GPR,PE,b,parameter,0.9,0.7114824420230095,0.20946395330776726,1,1,0.19086612586374918
lv_periodic,0.05,GPR,PE,c,parameter,3.0,4.561739105223049,0.5205797017410164,1,1,0.19086612586374918
lv_periodic,0.05,GPR,PE,d,parameter,0.8,1.0491787729295323,0.31147346616191535,1,1,0.19086612586374918
lv_periodic,0.05,GPR,PE,x1(t),state,2.0,0.9558427509323962,0.5220786245338018,2,1,6.527816889797695
lv_periodic,0.05,GPR,PE,x2(t),state,0.5,303.0791870617525,605.158374123505,2,1,6.527816889797695
lv_periodic,0.05,GPR,PE,a,parameter,1.5,1.0510200701414314,0.29931995323904576,2,1,6.527816889797695
lv_periodic,0.05,GPR,PE,b,parameter,0.9,0.017907436553283078,0.9801028482741299,2,1,6.527816889797695
lv_periodic,0.05,GPR,PE,c,parameter,3.0,2.10316158118068,0.29894613960643995,2,1,6.527816889797695
lv_periodic,0.05,GPR,PE,d,parameter,0.8,0.22010825357410493,0.7248646830323688,2,1,6.527816889797695
lv_periodic,0.05,GPR,PE,x1(t),state,2.0,4.442508781108357,1.2212543905541784,3,1,0.2654445049747319
lv_periodic,0.05,GPR,PE,x2(t),state,0.5,4.65308944269033,8.30617888538066,3,1,0.2654445049747319
lv_periodic,0.05,GPR,PE,a,parameter,1.5,1.9397242480217038,0.2931494986811359,3,1,0.2654445049747319
lv_periodic,0.05,GPR,PE,b,parameter,0.9,0.9343348025450653,0.03814978060562808,3,1,0.2654445049747319
lv_periodic,0.05,GPR,PE,c,parameter,3.0,3.48199921588968,0.16066640529655998,3,1,0.2654445049747319
lv_periodic,0.05,GPR,PE,d,parameter,0.8,0.8456081834769923,0.05701022934624031,3,1,0.2654445049747319
lv_periodic,0.05,GPR,PE,x1(t),state,2.0,-9.121498606835158e-22,1.0,4,1,2.3699055867020803e14
lv_periodic,0.05,GPR,PE,x2(t),state,0.5,2.415469600231584e10,4.830939200363168e10,4,1,2.3699055867020803e14
lv_periodic,0.05,GPR,PE,a,parameter,1.5,0.6740632757284325,0.5506244828477117,4,1,2.3699055867020803e14
lv_periodic,0.05,GPR,PE,b,parameter,0.9,-0.9729948064940389,2.081105340548932,4,1,2.3699055867020803e14
lv_periodic,0.05,GPR,PE,c,parameter,3.0,3.9492820857847355,0.31642736192824517,4,1,2.3699055867020803e14
lv_periodic,0.05,GPR,PE,d,parameter,0.8,1.2673662735392262,0.5842078419240326,4,1,2.3699055867020803e14
lv_periodic,0.05,GPR,PE,x1(t),state,2.0,3.85710751713373,0.9285537585668651,5,1,0.23429522641760223
lv_periodic,0.05,GPR,PE,x2(t),state,0.5,4.809385227273976,8.618770454547953,5,1,0.23429522641760223
lv_periodic,0.05,GPR,PE,a,parameter,1.5,2.088729120489836,0.39248608032655746,5,1,0.23429522641760223
lv_periodic,0.05,GPR,PE,b,parameter,0.9,0.9629853103603558,0.06998367817817312,5,1,0.23429522641760223
lv_periodic,0.05,GPR,PE,c,parameter,3.0,2.7039950399083685,0.09866832003054382,5,1,0.23429522641760223
lv_periodic,0.05,GPR,PE,d,parameter,0.8,0.7669489352490596,0.04131383093867555,5,1,0.23429522641760223
lv_periodic,0.05,GPR,PE,x1(t),state,2.0,0.0,1.0,6,1,4.1846443559727635e20
lv_periodic,0.05,GPR,PE,x2(t),state,0.5,1.613724504835763e11,3.227449009661526e11,6,1,4.1846443559727635e20
lv_periodic,0.05,GPR,PE,a,parameter,1.5,0.356258044007968,0.7624946373280214,6,1,4.1846443559727635e20
lv_periodic,0.05,GPR,PE,b,parameter,0.9,-1.8242150425659862,3.026905602851096,6,1,4.1846443559727635e20
lv_periodic,0.05,GPR,PE,c,parameter,3.0,2.762244931234074,0.07925168958864193,6,1,4.1846443559727635e20
lv_periodic,0.05,GPR,PE,d,parameter,0.8,0.7305093740194286,0.08686328247571429,6,1,4.1846443559727635e20
lv_periodic,0.05,GPR,PE,x1(t),state,2.0,3.557602391661604,0.7788011958308021,7,1,0.2720658832551166
lv_periodic,0.05,GPR,PE,x2(t),state,0.5,4.860970999276273,8.721941998552547,7,1,0.2720658832551166
lv_periodic,0.05,GPR,PE,a,parameter,1.5,3.8129349511823905,1.5419566341215936,7,1,0.2720658832551166
lv_periodic,0.05,GPR,PE,b,parameter,0.9,1.3428403662447022,0.49204485138300236,7,1,0.2720658832551166
lv_periodic,0.05,GPR,PE,c,parameter,3.0,2.8955157104004563,0.03482809653318123,7,1,0.2720658832551166
lv_periodic,0.05,GPR,PE,d,parameter,0.8,0.7797187746715097,0.02535153166061288,7,1,0.2720658832551166
lv_periodic,0.05,GPR,PE,x1(t),state,2.0,2.1713512124739913,0.08567560623699566,8,1,0.19235119701990158
lv_periodic,0.05,GPR,PE,x2(t),state,0.5,1.6366264548252192,2.2732529096504384,8,1,0.19235119701990158
lv_periodic,0.05,GPR,PE,a,parameter,1.5,2.3442355220426885,0.5628236813617923,8,1,0.19235119701990158
lv_periodic,0.05,GPR,PE,b,parameter,0.9,2.611432097760856,1.9015912197342846,8,1,0.19235119701990158
lv_periodic,0.05,GPR,PE,c,parameter,3.0,2.0829665690083123,0.30567781033056257,8,1,0.19235119701990158
lv_periodic,0.05,GPR,PE,d,parameter,0.8,0.5444123922887455,0.31948450963906816,8,1,0.19235119701990158
lv_periodic,0.05,GPR,PE,x1(t),state,2.0,4.935588066771928e73,2.467794033385964e73,9,1,9.044902126167095e70
lv_periodic,0.05,GPR,PE,x2(t),state,0.5,0.0,1.0,9,1,9.044902126167095e70
lv_periodic,0.05,GPR,PE,a,parameter,1.5,-11.391690130948595,8.594460087299064,9,1,9.044902126167095e70
lv_periodic,0.05,GPR,PE,b,parameter,0.9,-1.743888821674239,2.9376542463047097,9,1,9.044902126167095e70
lv_periodic,0.05,GPR,PE,c,parameter,3.0,3.3927644255526315,0.1309214751842105,9,1,9.044902126167095e70
lv_periodic,0.05,GPR,PE,d,parameter,0.8,0.8535760401747068,0.06697005021838343,9,1,9.044902126167095e70
vanderpol,0.0,GPR,PE,x1(t),state,2.0,2.0000000422996194,2.1149809681375586e-8,1,1,3.5721996808480315e-8
vanderpol,0.0,GPR,PE,x2(t),state,0.0,1.65618473951397e-8,1.65618473951397e-8,1,1,3.5721996808480315e-8
vanderpol,0.0,GPR,PE,a,parameter,1.0,1.0000003438910972,3.438910971542697e-7,1,1,3.5721996808480315e-8
vanderpol,0.0,GPR,PE,b,parameter,1.0,1.0000000165402665,1.6540266489784017e-8,1,1,3.5721996808480315e-8
vanderpol,0.0,GPR,PE,x1(t),state,2.0,1.9999992591130684,3.704434657914035e-7,1,2,1.2570298903354289e-8
vanderpol,0.0,GPR,PE,x2(t),state,0.0,1.8356405791611306e-6,1.8356405791611306e-6,1,2,1.2570298903354289e-8
vanderpol,0.0,GPR,PE,a,parameter,1.0,0.9999999272422602,7.275773983295153e-8,1,2,1.2570298903354289e-8
vanderpol,0.0,GPR,PE,b,parameter,1.0,0.999999972786049,2.721395098159718e-8,1,2,1.2570298903354289e-8
vanderpol,0.0,GPR,PE,x1(t),state,2.0,1.9999993254859354,3.372570323012525e-7,1,3,1.7182973006451357e-8
vanderpol,0.0,GPR,PE,x2(t),state,0.0,2.0026366310981073e-6,2.0026366310981073e-6,1,3,1.7182973006451357e-8
vanderpol,0.0,GPR,PE,a,parameter,1.0,0.9999997536639215,2.4633607853541406e-7,1,3,1.7182973006451357e-8
vanderpol,0.0,GPR,PE,b,parameter,1.0,0.9999993143735073,6.856264926913269e-7,1,3,1.7182973006451357e-8
vanderpol,0.0,GPR,PE,x1(t),state,2.0,1.9999986142675092,6.928662453775658e-7,1,4,2.359828529628953e-8
vanderpol,0.0,GPR,PE,x2(t),state,0.0,3.61522032041116e-6,3.61522032041116e-6,1,4,2.359828529628953e-8
vanderpol,0.0,GPR,PE,a,parameter,1.0,1.000000020662604,2.0662604072185786e-8,1,4,2.359828529628953e-8
vanderpol,0.0,GPR,PE,b,parameter,1.0,1.0000001139383847,1.1393838472706364e-7,1,4,2.359828529628953e-8
vanderpol,0.0,GPR,PE,x1(t),state,2.0,1.999997802867338,1.0985663310147942e-6,1,5,1.3052457716150863e-7
vanderpol,0.0,GPR,PE,x2(t),state,0.0,-9.498341893416328e-7,9.498341893416328e-7,1,5,1.3052457716150863e-7
vanderpol,0.0,GPR,PE,a,parameter,1.0,0.9999991403991648,8.596008351791085e-7,1,5,1.3052457716150863e-7
vanderpol,0.0,GPR,PE,b,parameter,1.0,1.0000053600459653,5.3600459652969334e-6,1,5,1.3052457716150863e-7
vanderpol,0.0,GPR,PE,x1(t),state,2.0,2.0000040316146244,2.0158073121834263e-6,1,6,6.481701330019765e-8
vanderpol,0.0,GPR,PE,x2(t),state,0.0,-8.928551914488888e-6,8.928551914488888e-6,1,6,6.481701330019765e-8
vanderpol,0.0,GPR,PE,a,parameter,1.0,1.0000004733932248,4.733932248424111e-7,1,6,6.481701330019765e-8
vanderpol,0.0,GPR,PE,b,parameter,1.0,1.000000015719604,1.571960406288042e-8,1,6,6.481701330019765e-8
vanderpol,0.0,GPR,PE,x1(t),state,2.0,1.999992334363275,3.832818362470292e-6,2,1,1.6177019243956675e-7
vanderpol,0.0,GPR,PE,x2(t),state,0.0,2.5893511253042e-5,2.5893511253042e-5,2,1,1.6177019243956675e-7
vanderpol,0.0,GPR,PE,a,parameter,1.0,1.000000391841285,3.9184128497460335e-7,2,1,1.6177019243956675e-7
vanderpol,0.0,GPR,PE,b,parameter,1.0,0.9999962000680431,3.7999319568715606e-6,2,1,1.6177019243956675e-7
vanderpol,0.0,GPR,PE,x1(t),state,2.0,2.0000074559062258,3.7279531128753263e-6,3,1,1.360975002586003e-7
vanderpol,0.0,GPR,PE,x2(t),state,0.0,-2.1370664112060823e-5,2.1370664112060823e-5,3,1,1.360975002586003e-7
vanderpol,0.0,GPR,PE,a,parameter,1.0,0.9999998388311861,1.611688138503098e-7,3,1,1.360975002586003e-7
vanderpol,0.0,GPR,PE,b,parameter,1.0,1.0000001792588702,1.7925887019210052e-7,3,1,1.360975002586003e-7
vanderpol,0.0,GPR,PE,x1(t),state,2.0,1.9971209351652237,0.0014395324173881452,4,1,4.9937753129518195e-5
vanderpol,0.0,GPR,PE,x2(t),state,0.0,0.007789555931035733,0.007789555931035733,4,1,4.9937753129518195e-5
vanderpol,0.0,GPR,PE,a,parameter,1.0,0.9999933669190332,6.633080966822469e-6,4,1,4.9937753129518195e-5
vanderpol,0.0,GPR,PE,b,parameter,1.0,0.9999814941671499,1.8505832850124193e-5,4,1,4.9937753129518195e-5
vanderpol,0.01,GPR,PE,x1(t),state,2.0,1.994920663505263,0.0025396682473685095,1,1,0.0027395754782039844
vanderpol,0.01,GPR,PE,x2(t),state,0.0,0.008952600384949435,0.008952600384949435,1,1,0.0027395754782039844
vanderpol,0.01,GPR,PE,a,parameter,1.0,0.9775238691649231,0.022476130835076935,1,1,0.0027395754782039844
vanderpol,0.01,GPR,PE,b,parameter,1.0,1.0015547884290272,0.0015547884290272318,1,1,0.0027395754782039844
vanderpol,0.01,GPR,PE,x1(t),state,2.0,1.9791579820974297,0.010421008951285171,2,1,0.0010326508379554357
vanderpol,0.01,GPR,PE,x2(t),state,0.0,0.08962939953507829,0.08962939953507829,2,1,0.0010326508379554357
vanderpol,0.01,GPR,PE,a,parameter,1.0,1.0012122622656274,0.0012122622656274284,2,1,0.0010326508379554357
vanderpol,0.01,GPR,PE,b,parameter,1.0,0.9833926411120703,0.016607358887929746,2,1,0.0010326508379554357
vanderpol,0.01,GPR,PE,x1(t),state,2.0,1.875813142533906,0.06209342873304702,3,1,0.002402434836359302
vanderpol,0.01,GPR,PE,x2(t),state,0.0,0.3367784277007962,0.3367784277007962,3,1,0.002402434836359302
vanderpol,0.01,GPR,PE,a,parameter,1.0,1.00172303627679,0.0017230362767899354,3,1,0.002402434836359302
vanderpol,0.01,GPR,PE,b,parameter,1.0,0.9640861716941044,0.03591382830589562,3,1,0.002402434836359302
vanderpol,0.01,GPR,PE,x1(t),state,2.0,2.282888431850012,0.141444215925006,4,1,0.004936791221761204
vanderpol,0.01,GPR,PE,x2(t),state,0.0,-0.8614524912973568,0.8614524912973568,4,1,0.004936791221761204
vanderpol,0.01,GPR,PE,a,parameter,1.0,1.015142969805375,0.015142969805375106,4,1,0.004936791221761204
vanderpol,0.01,GPR,PE,b,parameter,1.0,0.9957357829577747,0.004264217042225349,4,1,0.004936791221761204
vanderpol,0.01,GPR,PE,x1(t),state,2.0,1.7922881213324744,0.1038559393337628,5,1,0.0034114029263211387
vanderpol,0.01,GPR,PE,x2(t),state,0.0,0.4338262072950181,0.4338262072950181,5,1,0.0034114029263211387
vanderpol,0.01,GPR,PE,a,parameter,1.0,0.9896245403459855,0.01037545965401454,5,1,0.0034114029263211387
vanderpol,0.01,GPR,PE,b,parameter,1.0,0.9935068818047652,0.006493118195234793,5,1,0.0034114029263211387
vanderpol,0.01,GPR,PE,x1(t),state,2.0,-0.4363347647240034,1.2181673823620016,6,1,0.06146212976802081
vanderpol,0.01,GPR,PE,x2(t),state,0.0,-0.1720285711992314,0.1720285711992314,6,1,0.06146212976802081
vanderpol,0.01,GPR,PE,a,parameter,1.0,3.7389193061110264,2.7389193061110264,6,1,0.06146212976802081
vanderpol,0.01,GPR,PE,b,parameter,1.0,2.5627966045018833,1.5627966045018833,6,1,0.06146212976802081
vanderpol,0.01,GPR,PE,x1(t),state,2.0,1.8283302336795433,0.08583488316022836,7,1,0.002811630342706071
vanderpol,0.01,GPR,PE,x2(t),state,0.0,0.33848234080804707,0.33848234080804707,7,1,0.002811630342706071
vanderpol,0.01,GPR,PE,a,parameter,1.0,0.9875079895427514,0.01249201045724857,7,1,0.002811630342706071
vanderpol,0.01,GPR,PE,b,parameter,1.0,1.0111574941664534,0.011157494166453397,7,1,0.002811630342706071
vanderpol,0.01,GPR,PE,x1(t),state,2.0,4.205437881366442e7,2.102718840683221e7,8,1,4.576212534546374e19
vanderpol,0.01,GPR,PE,x2(t),state,0.0,-2.759456158331459e22,2.759456158331459e22,8,1,4.576212534546374e19
vanderpol,0.01,GPR,PE,a,parameter,1.0,0.9501766053396606,0.04982339466033936,8,1,4.576212534546374e19
vanderpol,0.01,GPR,PE,b,parameter,1.0,1.0575853332632477,0.05758533326324766,8,1,4.576212534546374e19
